Audio File ID,Target Text,Coded Lines,Speaker ID,Start Time,End Time
interview-29ma-76,anyway my parents approached me about this thing and I was sort of offended and against it,anyway my parents approached me about this thing and I was sort of offended and against it,SP01,482.0,488.9
interview-29ma-77,I didn't really want to talk about my stuttering or deal with it,I didn't really want to talk about my stuttering or deal with it,SP01,488.9,492.0
interview-29ma-78,but I think the fact that my grandma cut out the clip like made me realize maybe it was a bigger problem than I thought,but I [/] I think the fact that my grandma cut out the clip like made me realize maybe it was a bigger problem than I thought,SP01,492.0,499.0
interview-29ma-79,so we went down to New York City to talk with a distributor a Speach Easy distributor,so we went down to New York City to talk with a distributor a [/] a Speach Easy distributor,SP01,499.0,504.2
interview-29ma-80,he was either an audiologist or a speech pathologist,he was either an audiologist or a speech pathologist,SP01,504.2,506.7
interview-29ma-81,and he said that in order to use a SpeechEasy you should also be receiving therapy,and he said that in order to use a SpeechEasy you should also be receiving therapy,SP01,506.7,512.55
interview-29ma-82,that you get the most out of it when you work with a therapist,that you get the most out of it when you work with a therapist,SP01,512.55,515.2
interview-29ma-83,so we got the SpeechEasy  I also started therapy again in high school,so we got the SpeechEasy <we also &+st> [//] I also started therapy again in high school,SP01,515.2,520.7
interview-29ma-84,with a speech pathologist who specialized in stuttering,with a speech pathologist who specialized in stuttering,SP01,520.7,525.3
interview-29ma-85,and I saw her for about a year and a half,and I saw her for about a year and a half,SP01,525.3,529.13
interview-29ma-86,and that was a good experience,and that was a good experience,SP01,529.13,532.4
interview-29ma-87, I would say half the therapy was fluency type stuff and half of it was attitudinal and sort of changing that perceptions of stuttering and facing my fears,<we> [//] I would say half the therapy was fluency type stuff and half of it was attitudinal and sort of changing that perceptions of stuttering and facing my fears,SP01,532.4,542.7
interview-29ma-88,the fluency stuff I don't think it did much,the fluency stuff &-um I don't think it did much,SP01,542.7,546.0
interview-29ma-89,I don't remember many ever being able to use any of it in real life or it really changing anything,I don't remember many ever being able to use any of it in real life or it really changing anything,SP01,546.0,551.6
interview-29ma-90,but the attitudinal stuff really pushed me to start seeing my life as a stutterer instead of really seeing it as only being able to be lived unless as if I was fluent,but the attitudinal stuff really pushed me to start seeing my life as a stutterer instead of really seeing it as only being able to be lived unless as if I was fluent,SP01,551.6,563.8
interview-29ma-91,and she would make me do things like call up places on the phone and fake stutter,and she would make me do things like call up places on the phone and fake stutter,SP01,563.8,568.0
interview-29ma-92,and  would show me videos of adults successful adults stuttering and,and &-uh would show me videos of adults successful adults stuttering and,SP01,568.0,573.0
interview-29ma-93, I think that really helped me to cope with it,&-uh I think that really helped me to cope with it,SP01,573.0,576.2
interview-29ma-94,and  and that was the last time I received therapy,and &-um and that was the last time I received therapy,SP01,576.2,579.1
interview-29ma-95,I  left there still stuttering quite severely but with a changed attitude,I &-uh left there still stuttering quite severely but <with a changed> [/] with a changed attitude,SP01,579.1,585.5
interview-29ma-96,and but I would say the biggest changes in my speech happened in grad school,and but I would say the biggest changes in my speech happened in grad school,SP01,585.5,590.63
interview-29ma-97, it was a lot of self therapy I guess,&-um <where I> [//] it was a lot of self therapy I guess,SP01,590.63,593.5
interview-29ma-98,cause my initial clinical experiences were really hard and I could barely speak to my  my clients,cause &-uh my initial clinical experiences were really hard and I [/] I could barely speak to my &-uh my clients,SP01,593.5,600.6
interview-29ma-99,and my clinical supervisors were freaking out and didn't know what to do with me,and &-uh my clinical supervisors were freaking out and didn't know what to do with me,SP01,600.6,605.0
interview-29ma-100,and I was freaking out,and <I was> [/] I was freaking out,SP01,605.0,606.4
interview-29ma-101,I thought I was going to have to drop out of the program,I thought I was going to have to drop out of the program,SP01,606.35,608.1
interview-29ma-102, and I think that was the first time I really needed to work on my speech it actually became it had consequences,&-um and <just sort of> [//] I think that was the first time I really needed to work on my speech <where it would> [//] it actually became it had consequences,SP01,608.1,617.4
interview-29ma-103,and so that really forced me to start applying a lot of the things I had learned over the years  through the NSA through taking the stuttering classes in grad school,and so that really forced me to start applying a lot of the things I had learned over the years &-um through the NSA through taking the stuttering classes in grad school,SP01,617.4,627.3
interview-29ma-104,I had gone down to visit Vivian and  her philosophy was in my mind a lot,I had gone down to visit Vivian and her [/] her philosophy was in [/] in [/] in my mind a lot,SP01,627.3,633.2
interview-29ma-105, so I would say the biggest changes happened from grad school until the present which has just been a lot of self therapy,&-uh so I would say the biggest changes happened from grad school until the present which has just been a lot of self therapy,SP01,633.2,640.2
interview-29ma-106,please describe what successful communication means to you,↫p-p↫please ↫d-d↫describe what successful comm:uni↫c-c↫cation m:eans ↫t-t↫to you,SP02,643.0,653.4
interview-29ma-107,and can you give an example of a positive communicative experience,&+c and can you ↫g-g↫give an example of a ↫p-p↫positive comm:unicative experience,SP02,653.4,660.6
interview-29ma-108,I think successful communication is when you are able to express what you want to say when you want to say it in a way that the listener receives that message,I think successful communication is when (.) you are able to express what you want to say when you want to say it in a way that the listener receives that message,SP01,660.6,673.8
interview-29ma-109,and you can both in a back and forth fashion,and you can both (.) in [/] ina back and forth fashion,SP01,673.8,680.3
interview-29ma-110,so the person you're speaking speaking to can also express what they want to say when they want to say it,so the person you're speaking speaking to can also express what they want to say when they want to say it,SP01,680.3,683.63
interview-29ma-111,and that interaction should be enjoyable,and that [/] that [/] that interaction should be enjoyable,SP01,683.63,687.6
interview-29ma-112, I'm not sure if that has anything to do with stuttering or not,&-um I'm not sure if that has anything to do with stuttering or not,SP01,687.6,692.0
interview-29ma-113,I actually I think that stuttering can help enhance successful communication in that a lot of our communication I think is automatic,I actually I [/] I think that stuttering can help enhance successful communication in that a lot of our communication I think is ↫au↫automatic,SP01,692.0,700.9
interview-29ma-114,it you sort of get into communicative routines where there's a rhythm to how we speak,it &-uh you sort of get into communicative routines where there's a rhythm to how we speak,SP01,700.9,706.8
interview-29ma-115,and we a lot of time we're not really saying much other than trite phrases that we say over and over again,and we a lot of time we're not really saying much other than trite phrases that we say ↫ov↫over and over again,SP01,706.8,712.5
interview-29ma-116,like hi how are you I'm good,like hi how are you I'm good,SP01,712.5,714.5
interview-29ma-117,but stuttering sort of breaks up all those patterns and forces people to really communicate with each other outside of those routines,but stuttering sort of breaks up all those patterns and forces people to really &-uh communicate with each other outside of those routines,SP01,714.5,722.1
interview-29ma-118,and I think that makes communication more successful because it's not bound by heuristics,and I think that makes communication more successful because it's [/] it's not bound by ↫heuris↫h:euristics,SP01,722.1,730.4
interview-29ma-119, a recent communicative exchange that was successful was I just interviewed somebody for StutterTalk podcast,&-um a recent communicative exchange that was successful was I just interviewed somebody for StutterTalk podcast,SP01,730.4,740.0
interview-29ma-120, she was a young woman from China and  we had a great conversation about her,&-um she was a young woman from China and &-uh we had a great conversation about her,SP01,740.0,747.0
interview-29ma-121,she was a young woman who stutters from China,she was a young woman who stutters from China,SP01,747.0,748.8
interview-29ma-122,and we had a great conversation about her upbringing in China and how differently stuttering was viewed  dramatically differently from the United States,and we had a great conversation about her upbringing in China and how differently stuttering was viewed &-uh dramatically differently from the United States,SP01,748.8,757.0
interview-29ma-123,and  we laughed a lot and I learned a lot  it was a lot of fun,and &-um we laughed a lot and I [/]  Ilearned a lot <it was> [/] it was a lot of fun,SP01,757.0,762.3
interview-29ma-124,if you didn't stutter what might be different in your life ?,if you ↫d-d↫didn't stutter what m:ight be ↫d-d↫different in your life ?,SP02,762.3,770.3
interview-29ma-125,most everything I suppose,most everything I suppose,SP01,770.3,772.6
interview-29ma-126,cause I was saying earlier my whole career is around stuttering,cause &-like I was saying earlier &-uh my [/] my [/] my whole career is around stuttering,SP01,772.6,777.2
interview-29ma-127,and  a lot of my friends I met through stuttering,and &-um <I &+m> [/] a lot of my friends I met through stuttering,SP01,777.2,781.33
interview-29ma-128,my girlfriend I met in Memphis because I was going to school for stuttering in Memphis,my girlfriend I met in Memphis because I was going to school for stuttering in Memphis,SP01,781.33,787.5
interview-29ma-129,and I was on a soccer team for speech pathologists in grad school,and I was on a soccer team for speech pathologists in grad school,SP01,787.5,793.1
interview-29ma-130,and  I can't think of most I I can't think of anything in my life that would not have been affected by stuttering,and I [/] I can't think of most I &+s I can't think of anything in my life <that would> [/] not have been affected by stuttering,SP01,793.1,800.6
interview-29ma-131, it's almost such a big part of my life that it's hard for me to think of what I would be like because it wouldn't even be me,&-uh it's [/] it's [/] it's almost such a big part of my life that it's hard for me to think of what I would be like because it wouldn't even be me,SP01,800.6,809.5
interview-29ma-132,it would be it almost seems absurd to answer,it would be <it would> [/] it almost seems ↫ab↫absurd to answer,SP01,809.5,814.13
interview-29ma-133, I think just about everything would be different,&-uh I [/] I think just about everything would be different,SP01,814.13,817.6
interview-29ma-134,and what else would you want to say to students or the general public to help them learn about stuttering or ways to support people who stutter ?,and wh:at else would you w:ant ↫t↫to say ↫t-t↫to students or the ↫g-g↫general ↫p-p↫public ↫t-t↫to help them l:earn about stuttering or w:ays ↫t-t↫to sup↫por↫port ↫p-p↫eople who stutter ?,SP02,817.6,837.9
interview-29ma-135, I would say that the best way to learn about stuttering is to talk to a person who stutters,&-um I would say that the best way to learn about stuttering is to talk to a person who stutters,SP01,837.9,845.3
interview-29ma-136,and that I think what speech therapists especially need to bear in mind when they're working with people who stutter is that the stutter itself is not the problem,and that I think what speech therapists especially need to bear in mind when they're working with people who stutter is that the stutter itself is not the problem,SP01,845.3,859.0
interview-29ma-137,it's the effort spent in wrestling with the stutter,it's the effort spent in wrestling with the stutter,SP01,859.0,862.0
interview-29ma-138,and that I think it's possible to stutter without effort,and that I think it's possible to stutter without effort,SP01,862.0,864.4
interview-29ma-139,if you are able to stutter without anticipating the stutter and then reacting to the stutter and then thinking about the stutter afterwards,if you are able to stutter without an^ticipating the stutter and then reacting to the stutter and then thinking about the stutter afterwards,SP01,864.4,872.6
interview-29ma-140,there's like three moments where the stutter can be disruptive,there's like three moments <where you can> [//] where the stutter can be disruptive,SP01,872.6,878.3
interview-29ma-141,"but I think that stutter can happen without anticipation, without reaction, and without  rumination","but I think that stutter can happen without anticipation, without reaction, and without &-uh rumination",SP01,878.3,885.2
interview-29ma-142, and so it's I think the stutter can be left alone and you can concentrate on those other things,&-um and so it's I think the stutter can be left alone and you can concentrate on those other things,SP01,885.2,894.54
interview-29ma-143,and I from my experience most of the people you have talked to seem to have successfully navigated their stuttering that's been how they've done is just to let themselves stutter without  reacting to it,and I [/] I [/] I f:rom my experience most of the people you have talked to seem to have ↫s↫successfully navigated their stuttering that's been how they've done is just to let themselves stutter without &-um reacting to it,SP01,894.54,910.5
interview-29ma-144, and yeah I guess that's it,&-um and yeah I guess that's it,SP01,910.5,914.7
interview-24ma-12,so talk about the impact of stuttering on your daily life,s:o ↫t-t-t↫talk about the impact of stuttering on your ↫d-d-d↫daily l:ife,SP01,0.0,10.0
interview-24ma-13,you can talk about your interactions with family and friends,y:ou can ↫t-t↫talk about y:our interactions with f:amily and ↫fr:↫friends,SP01,10.0,18.0
interview-24ma-14,school and or work,school and or w:ork,SP01,18.0,22.0
interview-24ma-15,and your participation in community activities,and your par↫ti↫tici↫pa-pa↫pation in ↫c-c↫comm:unity ac↫ti-ti↫tivities,SP01,22.0,28.3
interview-24ma-16,so with family,so with family,SP02,28.3,31.2
interview-24ma-17,they don't really know that much about my stuttering,they don't really know that much about my stuttering,SP02,31.2,34.6
interview-24ma-18,I'm more of a covert person who stutters,I'm more of a ↫co↫covert &-uh person who stutters,SP02,34.6,38.7
interview-24ma-19,so,so,SP02,38.7,39.5
interview-24ma-20,and even like my close friends I don't really tell them,and even like my close friends I don't really tell them,SP02,39.5,42.8
interview-24ma-21,and I'm an SLP student so it's kind of okay for me to stutter in that environment,and I'm an SLP student so &-like it's kind of okay for me to &-like stutter in that environment,SP02,42.8,51.5
interview-24ma-22,so,so &-um,SP02,51.5,55.0
interview-24ma-23,I'm not working right now,↫I↫I'm not working right now,SP02,55.0,58.0
interview-24ma-24,so that doesn't apply,&-um so that doesn't apply,SP02,58.0,61.4
interview-24ma-25,but I'm actually in training with another job,but &-um I'm actually in training with another job &-um,SP02,61.4,65.35
interview-24ma-26,I would say that it has affected me in a way where I want to become an SLP,I would say that &-um it has affected me in a way where I want to become an SLP,SP02,65.35,74.7
interview-24ma-27,you know,↫y-y↫you know,SP02,74.7,76.42
interview-24ma-28,so yeah,so yeah,SP02,76.42,78.6
interview-24ma-29,yeah,yeah,SP01,78.6,79.8
interview-24ma-30,yeah,yeah,SP01,79.8,81.3
interview-24ma-31,would you talk a little bit more about your experiences as a covert stutterer ?,w:ould you ↫t↫talk a little bit more about your experiences as a ↫c-c-c↫covert stutterer ?,SP01,81.3,88.9
interview-24ma-32,and how that impacts you I guess where in certain aspects of your life you're free to stutter more openly,and &-uh how that ≠impacts you I guess where in c:ertain a:spects of your life y:ou're free ↫t-t↫to stutter more openly,SP01,88.9,103.0
interview-24ma-33,and in other aspects of your life I guess you feel like you aren't able to really stutter as openly as you'd like,and in other &-uh ↫a:↫aspects of your life I guess you feel like you aren't able ↫t-t-t↫to really stutter as openly as you'd like,SP01,103.0,114.0
interview-24ma-34,yeah,yeah,SP02,114.0,116.0
interview-24ma-36,I'd say when I was about in middle school or something that's when I started like to hide it cause I would get made fun of,I'd say &-uh when I was about &-like in middle school or something that's when I started like to hide it cause I would &-like get made fun of,SP02,118.3,128.26
interview-24ma-37,and people would laugh at me so,and people would laugh at me so,SP02,128.26,130.25
interview-24ma-38,I would just use filler words,I would just use &-um filler &-like words,SP02,130.25,135.0
interview-24ma-39,word substitution,word substitution &-um,SP02,135.0,136.6
interview-24ma-40,circumlocution and,&-um circumlocution and &-um,SP02,136.6,140.1
interview-24ma-41,then I had speech therapy when I was twenty,then I had speech therapy when I was &-like twenty,SP02,140.1,145.0
interview-24ma-42,and my speech therapist told me about the avoidance behaviors and secondary behaviors and,and <I &+sh> [//] my speech therapist told me about &-like the avoidance behaviors and &-like secondary behaviors and,SP02,145.0,154.75
interview-24ma-43,so I took notice of that,so I &-like took notice of that,SP02,154.75,156.5
interview-24ma-44,and I tried not to do that anymore,and I tried not to do that anymore,SP02,156.5,158.1
interview-24ma-45,but I think that's hard for me is eye contact is difficult,but I think that's hard for me is &-like eye [/] eye contact is difficult,SP02,158.1,163.2
interview-24ma-46,but when I'm in school it's fine because everyone should understand right ?,but &-um <in> [//] when I'm in school &-like it's fine because <you> [//] everyone should understand right ?,SP02,163.2,172.8
interview-24ma-47,and I'm also the,&-um and I'm also the &-like oh +//.,SP02,172.8,175.34
interview-24ma-48,I'm also the cochapter leader of the San Jose National Stuttering Association Support group so,I'm also the &- like cochapter leader of the San Jose &-uh National Stuttering Association Support group so,SP02,175.34,186.35
interview-24ma-49,oh cool,oh cool,SP01,186.35,187.18
interview-24ma-50,yeah I'm definitely more open there,&-um yeah I'm definitely more open there,SP02,187.18,189.54
interview-24ma-51,it's yeah,&-um it's yeah,SP02,189.54,194.3
interview-24ma-52,okay cool,okay cool,SP01,194.3,197.3
interview-24ma-53,what do you think causes stuttering ?,w:hat do you think ↫c-c-c↫causes stuttering ?,SP01,197.3,202.55
interview-24ma-54,well the exact cause is unknown,&-um well <in the &+c> [//] the exact cause is unknown,SP02,202.55,209.3
interview-24ma-55,from what I know it's like a neurological and physiological disorder,&-I_mean from what I know it's like a neurological and physiological &-like disorder,SP02,209.3,215.8
interview-24ma-56,so it could be genetics,so &-I_mean it could be genetics,SP02,215.8,220.2
interview-24ma-57,yeah I don't yeah,yeah I don't yeah,SP02,220.2,223.55
interview-24ma-58,I don't think there's an exact cause so,I don't think there's an exact cause so,SP02,223.55,226.3
interview-24ma-59,if you have received treatment for your stuttering tell me about your therapy experiences,i:f you have received ↫tr-tr↫treatment f:or your stuttering ↫t-t-t↫tell me a↫b↫bout your therapy experiences,SP01,226.3,237.5
interview-24ma-60,and the outcomes of these therapies,and the outcomes of these th:erapies,SP01,237.5,240.1
interview-24ma-61,if I've ever had therapy is that the question ?,↫i↫if I've ever had ↫th-th↫therapy is that the question ?,SP02,240.1,244.4
interview-24ma-62,so I've had speech therapy for about a year,so I've had speech therapy for about a year,SP02,244.4,249.5
interview-24ma-63,and the thing that was most helpful was the my speech therapist told me about the NSA,and (.) the thing that was most helpful was the &-um my speech therapist told me about the NSA,SP02,249.5,258.2
interview-24ma-64,so like the acceptance,so like the acceptance,SP02,258.2,260.2
interview-24ma-65, that was  the most important thing,&-like that was &-like the most important thing,SP02,260.2,263.0
interview-24ma-66,and she taught me these techniques,and she taught me these techniques,SP02,263.0,267.4
interview-24ma-67, like easy onset,&-you_know like &-um easy onset,SP02,267.4,270.12
interview-24ma-68,prolongations and stuff but I don't really them that much,prolongations and stuff but I don't really them that much,SP02,270.12,274.3
interview-24ma-69,but I feel like I do have a slow rate of speech,but I feel like I do have a slow rate of speech,SP02,274.3,278.0
interview-24ma-70,so maybe that's a technique,so may that [/] that's a technique,SP02,278.0,280.0
interview-24ma-72,do you view your experience in therapy as overall positive experience or negative experience or neutral ?,&+wh ↫d-d-d-d↫do you view your experience in ↫th↫therapy &-uh as overall ↫p-p↫positive experience or n:egative experience or ↫n:↫neutral ?,SP01,283.0,297.7
interview-24ma-73,I view it as positive,&-um I view it as positive,SP02,297.7,302.0
interview-24ma-74,because it allowed me to be more open about it and accepting,because it allowed me to be more open about it and accepting,SP02,302.0,307.0
interview-24ma-75,and I would have all these different secondary behaviors,and (.) &-um I would have all these different &-like secondary behaviors,SP02,307.0,317.3
interview-24ma-76,so when that was addressed,so &-like <I feel like that> [//] when that was addressed,SP02,317.3,319.7
interview-24ma-77,I feel like the stuttering it doesn't affect me as much I guess,&-um I feel like the stuttering <is not as> [//] &-um it doesn't affect me as much I guess,SP02,319.7,332.0
interview-24ma-78,yeah,&-um yeah,SP02,332.0,335.7
interview-24ma-79,please describe what successful communication means to you,↫p-p↫↫pl↫please ↫d-d↫describe wh:at success:ful ↫c-c-c↫communi↫ca-ca↫cation m:eans ↫t-t-t↫to you,SP01,338.7,350.2
interview-24ma-80,and can you provide an example of a positive communicative experience ?,and ↫c-c↫can you ↫pr-pr↫provide and example of a ↫p-p↫positive ↫c↫co↫mmu-mu↫ni↫ca↫cative experience ?,SP01,350.2,358.8
interview-24ma-81,successful communication,successful communication 0haha,SP02,358.8,363.7
interview-24ma-82,I guess that would mean getting your message across,I guess that would mean getting your message across,SP02,363.7,368.0
interview-24ma-83,as best as possible ?,&-um as best as possible ?,SP02,368.0,371.4
interview-24ma-84,and an example would be,and &-I_mean an example would be +//.,SP02,371.4,378.7
interview-24ma-85,in a perfect world  hundred percent fluent,&-I_mean in a perfect world &-like <fluent> [//] hundred percent fluent,SP02,378.7,383.2
interview-24ma-86,even people who stutter aren't a hundred percent fluent so,<but ↫no↫nobody> [//] even people who stutter &-like aren't a hundred percent fluent so,SP02,383.2,388.8
interview-24ma-87,yeah,&-um yeah,SP02,388.8,391.5
interview-24ma-88,okay,okay,SP01,391.5,393.0
interview-24ma-89,and an example of a positive communicative experience that you've had recently ?,and an example of a ↫p-p↫positive communicative experience that you've had r:ecently ?,SP01,393.0,400.1
interview-24ma-90,well just being here at the conference,&-um well just being here at the conference,SP02,400.1,404.5
interview-24ma-91,everything is positive you know,&-I_mean everything is &-like positive you know,SP02,404.5,406.3
interview-24ma-92,even if I stutter or not it's been a positive experience talking to other people who stutter so,&-um even if I stutter or not it's &-you know been a positive experience talking to other people who stutter so,SP02,406.3,413.5
interview-24ma-93,if you didn't stutter what might be different in your life ?,if you ↫di-di↫didn't stutter wh:at m:ight be ↫di-di↫different in your l:ife ?,SP01,413.5,424.6
interview-24ma-94,so I've thought about this before,so I've thought about this before,SP02,426.6,430.3
interview-24ma-95,and I don't really know what I'd be doing actually,and I don't really know what I'd be doing actually,SP02,430.3,434.0
interview-24ma-96,because my stuttering has led me to this path ,because my s:tuttering has led me to this path &-you_know,SP02,434.0,438.8
interview-24ma-97,speech language pathology and I feel like I belong here ,&-um speech language pathology and I feel like (.) I belong here &-you_know,SP02,438.8,444.5
interview-24ma-98,cause before this I went to college and graduated in film and TV and,&-um cause before this <I was> [//] &-um I went to college and graduated in &-like film and TV and,SP02,444.5,456.42
interview-24ma-99,I was doing some editing work I wasn't really happy,I was doing &-like &-um some editing work <it just> [//] I wasn't really happy,SP02,456.42,462.8
interview-24ma-100,and I well it was hard for me to get a job actually so,and I well <I cou> [//] it was hard for me to get a job actually so,SP02,462.8,466.4
interview-24ma-101,and I found the NSA and it just changed my life so,&-um and I found the NSA and it just &-like changed my life so,SP02,466.4,473.0
interview-24ma-102,or what else would you want to say to students or the general public to help them learn about stuttering,<wh:> [//] <is there anything you wh:> [//] or wh:at else would you want to say ↫t-t↫to students or the ↫g-g↫general ↫p-p↫public ↫t↫to help them l:earn about stuttering,SP01,473.0,495.3
interview-24ma-103,or ways to support people who stutter,or ways ↫t↫to support ↫p-p↫people who stutter,SP01,495.3,499.6
interview-24ma-104,I'd say stuttering is not  psychological,I'd say stuttering is not &-like psychological,SP02,499.6,507.3
interview-24ma-105,it's not caused by anxiety,it's not &-like caused by anxiety,SP02,507.3,509.55
interview-24ma-106,and just be patient with people who stutter,and &-you_know just be patient with people who stutter,SP02,509.55,514.55
interview-24ma-107,or it's good to have patience in general because you never know,or &-I_mean it's good to have patience in general because you never know,SP02,514.55,519.4
interview-24ma-108,if someone stutters or not,&-I_mean if someone stutters or not,SP02,519.4,521.5
interview-24ma-109,but yeah just don't complete peoples' sentences,but &-um yeah just don't &-like complete peoples' sentences,SP02,521.5,526.0
interview-24ma-110,or don't people who stutter complete sentences,or don't people who stutter complete sentences,SP02,526.0,529.0
interview-24ma-112,yeah just patience is just like the number one thing,yeah just ↫pa↫patience is just like the number one thing,SP02,532.6,537.1
interview-29mc-12,please talk about the impact of stuttering on your daily life,please talk about the impact of stuttering on your ↫d↫daily life,SP02,0.0,5.1
interview-29mc-13,you can talk about your interaction with family and friends,you can talk about your interaction with family and friends,SP02,5.1,7.6
interview-29mc-14,school and or work,school and or work,SP02,7.6,8.8
interview-29mc-15,and your participation in community activities,and your participation in ≠community activities,SP02,8.8,11.7
interview-29mc-16,historically my stuttering has  prevented me or held me back,&-um historically my stuttering has &-uh prevented me or held me back,SP01,11.7,19.4
interview-29mc-17,and,and &-um,SP01,19.4,21.1
interview-29mc-18,school activities,s:chool activities,SP01,21.1,24.7
interview-29mc-19,public activities,&-uh public activities &-um,SP01,24.7,27.2
interview-29mc-20,I've always been pretty open with my family and friends,I've always ≠been pretty open with my f:^amily &-uh and ↫f-f↫friends,SP01,27.2,34.7
interview-29mc-21,but not about my stuttering,but no^t about my stuttering,SP01,34.7,37.1
interview-29mc-22,its always been a taboo like topic,↫i-i↫its always been a &-uh taboo: l:ike topic,SP01,37.1,43.1
interview-29mc-23,but recently I've been apart of the nsa and ,&-um but &-um &+p recently &-uh I've ≠been apart of the n_s_a and &-uh,SP01,43.1,54.5
interview-29mc-24,its been opening up this new world of acceptance to me ,its: [/] its ≠been opening up this n:ew world of acc:^eptance to me &-um,SP01,54.5,64.55
interview-29mc-25,to where I now kind of put myself out there more and don't let the fact that I stutter kind of shape the way I am ,↫t↫to where I [/] I now kind of put myself out there more and &-um ↫d-d↫don't let the fact that I ↫s-s-s↫stutter kind of ↫sh-sh-sh-sh↫shape the ≠way I am &-um,SP01,64.55,81.3
interview-29mc-26,and then  taking a bigger part in the nsa as a chapter leader has really kind of pushed me more in the direction of acceptance,and then &-um taking a bigger part in the n_s_a as a chapter l:^eader has really kind of pushed me ↫m:↫more <in the> [/] in the direction of acc^eptance,SP01,81.3,94.4
interview-29mc-27,and I've been saying more less of a hold back due to my stuttering,and [/] and &-uh I've been s:aying more &-uh [/] &-uh [/] &-uh ≠less of a hold back &-um due to my stuttering,SP01,94.4,106.4
interview-29mc-28,and in my workplace and college I used to work at target and I've had problems with managers making fun of my stuttering,and in my &+p ≠workplace and ↫c↫college I used to work at target and I've had &-uh problems with managers making ↫f↫fun of my s:tuttering,SP01,106.4,118.7
interview-29mc-29, but then I got a campus job where I had a amazing manager and ,&-um but then I ↫g↫got a campus job where I had &-uh a amazing manager and &-um,SP01,118.7,125.16
interview-29mc-30,and then I now work in the health care field with doctors and that's been amazing because they also understand stuttering and ,and then I now work in the health care ↫f↫field with doctors and that's ≠been amazing because they also understand s:tuttering and &-um,SP01,125.16,136.3
interview-29mc-31,and its been a great experience now for me,and its [/] its [/] its been &-uh a [/] a great ex:perience now for me,SP01,136.3,143.5
interview-29mc-32,what do you think causes stuttering ?,what do you think causes ↫s-s↫stuttering ?,SP02,145.1,148.6
interview-29mc-33,I'm not an expert in stuttering,<&-um that's &-uh> [//] I'm not an expert in s:tuttering,SP01,148.6,154.95
interview-29mc-34,I very much only a stutterer ,I [/] I very much only a s:tutterer &-uh,SP01,154.95,159.99
interview-29mc-35,I've heard its some brain something in the brain ,I've heard its some brain ↫som↫s:omething in the brain &-uh,SP01,159.99,166.3
interview-29mc-36,I've also heard like chemicals in the body  ,<some &+s> [//] I've also heard like ↫ch↫chemicals in the body &-uh &-um,SP01,166.3,172.9
interview-29mc-37,but I guess as a stutterer for me I know it causes my severe stuttering patterns and that's anxiety,but I guess as a stutterer ↫f↫for me I kn:ow it causes my ↫s-s↫severe s:tuttering patterns and that's anx:iety,SP01,172.9,185.6
interview-29mc-38,and kind of anticipation for,and &-uh kind of &-um an^ticipation for,SP01,185.6,190.9
interview-29mc-39,words that are coming up,≠words that are coming up,SP01,190.9,194.7
interview-29mc-40, yeah that's it,&-uh yeah that's it,SP01,194.7,197.0
interview-29mc-41,if you have received treatment for your stuttering tell me about your therapy experiences and the outcomes of these therapies,↫i↫if you have received treatment for your stuttering ‡ tell me about your therapy experiences and the outcomes of these th:erapies,SP02,197.0,206.8
interview-29mc-42,so therapy started when I was four years old,so &-uh th:erapy started when I was &-like f:our years old,SP01,206.8,213.0
interview-29mc-43,my mom made special arrangements with the elementary school to have me start therapy even before I started kindergarten,my mom m:ade special arrangements with the ele^m:entary school to &-uh have me start th:^erapy &-uh even b^efore I ↫s-s↫s:tarted kindergarten,SP01,213.0,228.15
interview-29mc-44,I've been in and out of school therapy up until middle school and then I,<so I &+w> [//] I've been in [/] in and out of s^chool therapy up until middle school and then I,SP01,228.15,237.82
interview-29mc-45,gave up on the school therapy around ninth grade when I started high school,gave up on the s^chool therapy around n:inth grade when I s:tarted high school,SP01,237.82,244.6
interview-29mc-46, then I also went to the Holland's fluency program,&-um then I also went to the Holland's &-uh ↫f-f↫f:luency ↫p↫program,SP01,244.6,252.15
interview-29mc-47,which is  fluency shaping  program in highschool,which &-ah is &-uh ↫f-f-f↫f:luency ↫sh-sh↫shaping &-uh ↫p↫program in highschool,SP01,252.15,260.1
interview-29mc-48,and  I think I get most of my techniques from what they've taught me at Hollands which is stretched syllables and easy onsets,and &-um I th:ink I get most of my techniques f:rom what they've taught me at Hollands which which is &-ah s:tretched s:yllables and easy onsets,SP01,260.1,275.7
interview-29mc-49,and  I think I use those not not like unknowingly,and &-um I think I use those not &-uh not like un:kn^owingly,SP01,275.7,283.2
interview-29mc-50,and  I'm now looking at other programs,and &-um I'm now looking at other &-uh ≠programs,SP01,283.2,289.5
interview-29mc-51,well I recently went to a speech therapist through my health insurance,well I &+p recently went to a speech therapist through my health in↫sur↫surance,SP01,289.5,295.43
interview-29mc-52,and kind of got out of that after a couple appointments because it was just  not worth my time I'd say,and kind of got out of that after a couple appointments because it was just &-uh not [/] not ≠worth my time I'd say,SP01,295.43,304.3
interview-29mc-53,and  I'm looking at Vivian Siskins program for the future so,and &-um I'm looking at ↫V↫Vivian Siskins program for the f:uture so,SP01,304.3,312.0
interview-29mc-54,please describe what successful communication means to you and can you give an example of a positive communicative experience ?,please describe what successful communication means to you and can you give an example of a positive communicative experience ?,SP02,312.0,320.9
interview-29mc-55, maybe,&-uh maybe +//.,SP01,320.9,323.7
